algorithm,engine,N,repeat,TPS(tx/s),P99(ms),success_rate
CometBFT-light,cometbft-light,80,7,62.538599,2251.114000,1.000000
CometBFT-light,cometbft-light,80,8,62.872842,2195.140000,1.000000
CometBFT-light,cometbft-light,80,9,62.794425,2230.156000,1.000000
CometBFT-light,cometbft-light,80,10,54.866269,2979.811000,1.000000
CometBFT-light,cometbft-light,88,1,43.386360,3525.451000,1.000000
CometBFT-light,cometbft-light,88,2,39.954917,3441.804000,1.000000
CometBFT-light,cometbft-light,88,3,57.928374,2569.821000,1.000000
CometBFT-light,cometbft-light,88,4,41.854019,3449.383000,1.000000
CometBFT-light,cometbft-light,88,5,45.404328,3354.907000,1.000000
CometBFT-light,cometbft-light,88,6,53.005593,3336.795000,1.000000
CometBFT-light,cometbft-light,88,7,51.495084,3465.961000,1.000000
CometBFT-light,cometbft-light,88,8,44.352504,2591.047000,1.000000
CometBFT-light,cometbft-light,88,9,44.898944,3473.786000,1.000000
CometBFT-light,cometbft-light,88,10,35.425097,2684.192000,1.000000
CometBFT-light,cometbft-light,96,1,30.793513,3172.212000,0.810000
CometBFT-light,cometbft-light,96,2,39.317155,3264.326000,1.000000
CometBFT-light,cometbft-light,96,3,31.946339,3180.999000,1.000000
CometBFT-light,cometbft-light,96,4,36.189679,4154.546000,1.000000
CometBFT-light,cometbft-light,96,5,29.845502,3163.766000,1.000000
CometBFT-light,cometbft-light,96,6,36.379213,3089.590000,1.000000
CometBFT-light,cometbft-light,96,7,44.549409,4241.252000,0.352000
CometBFT-light,cometbft-light,96,8,27.773602,3170.814000,1.000000
CometBFT-light,cometbft-light,96,9,28.742724,3286.829000,1.000000
CometBFT-light,cometbft-light,96,10,33.234182,3890.955000,1.000000
tPBFT,tpbft,8,1,3398.422181,279.225000,1.000000
tPBFT,tpbft,8,2,3359.800723,293.596000,1.000000
tPBFT,tpbft,8,3,3444.176105,287.659000,1.000000
tPBFT,tpbft,8,4,3462.891653,284.353000,1.000000
tPBFT,tpbft,8,5,3423.591765,290.108000,1.000000
tPBFT,tpbft,8,6,3429.075405,288.641000,1.000000
tPBFT,tpbft,8,7,3398.497252,289.799000,1.000000
tPBFT,tpbft,8,8,3540.536129,280.409000,1.000000
tPBFT,tpbft,8,9,3465.966634,280.292000,1.000000
tPBFT,tpbft,8,10,3547.520815,274.848000,1.000000
tPBFT,tpbft,16,1,2085.820674,477.000000,1.000000
tPBFT,tpbft,16,2,1980.630229,501.592000,1.000000
tPBFT,tpbft,16,3,2161.699909,459.615000,1.000000
tPBFT,tpbft,16,4,2110.423254,441.930000,1.000000
tPBFT,tpbft,16,5,1995.420510,499.010000,1.000000
tPBFT,tpbft,16,6,2011.608996,492.926000,1.000000
tPBFT,tpbft,16,7,2120.200079,438.134000,1.000000
tPBFT,tpbft,16,8,2118.362218,467.668000,1.000000
tPBFT,tpbft,16,9,2141.610114,462.858000,1.000000
tPBFT,tpbft,16,10,2211.877028,419.349000,1.000000
tPBFT,tpbft,24,1,1411.106964,678.026000,1.000000
tPBFT,tpbft,24,2,1450.001204,660.155000,1.000000
tPBFT,tpbft,24,3,1381.286251,666.993000,1.000000
tPBFT,tpbft,24,4,1409.126291,708.064000,1.000000
tPBFT,tpbft,24,5,1393.123209,660.267000,1.000000
tPBFT,tpbft,24,6,1440.764827,571.559000,1.000000
tPBFT,tpbft,24,7,1396.051603,713.102000,1.000000
tPBFT,tpbft,24,8,1448.940216,630.852000,1.000000
tPBFT,tpbft,24,9,1403.650220,710.395000,1.000000
tPBFT,tpbft,24,10,1426.893809,592.544000,1.000000
tPBFT,tpbft,32,1,937.373250,1063.746000,1.000000
tPBFT,tpbft,32,2,955.737137,761.991000,1.000000
tPBFT,tpbft,32,3,939.234267,1062.550000,1.000000
tPBFT,tpbft,32,4,956.754230,995.052000,1.000000
tPBFT,tpbft,32,5,868.158649,669.321000,1.000000
tPBFT,tpbft,32,6,932.682868,878.743000,1.000000
tPBFT,tpbft,32,7,862.440707,864.856000,1.000000
tPBFT,tpbft,32,8,941.720674,963.841000,1.000000
tPBFT,tpbft,32,9,955.268775,762.615000,1.000000
tPBFT,tpbft,32,10,951.589411,1046.878000,1.000000
tPBFT,tpbft,40,1,668.972660,1075.334000,1.000000
tPBFT,tpbft,40,2,559.722879,949.238000,1.000000
tPBFT,tpbft,40,3,671.717444,1095.167000,1.000000
tPBFT,tpbft,40,4,592.177489,1261.964000,1.000000
tPBFT,tpbft,40,5,595.348447,1066.326000,1.000000
tPBFT,tpbft,40,6,673.508934,1094.965000,1.000000
tPBFT,tpbft,40,7,651.158629,1533.148000,1.000000
tPBFT,tpbft,40,8,586.969098,984.437000,1.000000
tPBFT,tpbft,40,9,657.916812,1271.337000,1.000000
tPBFT,tpbft,40,10,657.589607,1443.982000,1.000000
tPBFT,tpbft,48,1,466.421195,1568.917000,1.000000
tPBFT,tpbft,48,2,427.544832,965.265000,1.000000
tPBFT,tpbft,48,3,416.200505,1265.811000,1.000000
tPBFT,tpbft,48,4,422.539579,957.534000,1.000000
tPBFT,tpbft,48,5,470.254344,1608.228000,1.000000
tPBFT,tpbft,48,6,426.230734,1230.390000,1.000000
tPBFT,tpbft,48,7,389.550738,1006.642000,1.000000
tPBFT,tpbft,48,8,466.598500,1607.422000,1.000000
tPBFT,tpbft,48,9,421.912694,1260.692000,1.000000
tPBFT,tpbft,48,10,473.171283,1280.728000,1.000000
tPBFT,tpbft,56,1,274.186799,1307.272000,1.000000
tPBFT,tpbft,56,2,250.145097,1289.694000,1.000000
tPBFT,tpbft,56,3,297.244714,1507.243000,1.000000
tPBFT,tpbft,56,4,277.294807,1221.191000,1.000000
tPBFT,tpbft,56,5,308.285725,1515.771000,1.000000
tPBFT,tpbft,56,6,303.324491,1660.438000,1.000000
tPBFT,tpbft,56,7,262.324476,1124.793000,1.000000
tPBFT,tpbft,56,8,328.087046,1586.628000,1.000000
tPBFT,tpbft,56,9,277.873443,1448.287000,1.000000
tPBFT,tpbft,56,10,272.472541,1633.769000,1.000000
tPBFT,tpbft,64,1,187.641711,1833.137000,1.000000
tPBFT,tpbft,64,2,190.722971,1519.502000,1.000000
tPBFT,tpbft,64,3,190.091424,1473.927000,1.000000
tPBFT,tpbft,64,4,176.418157,1414.199000,1.000000
tPBFT,tpbft,64,5,185.896646,1566.179000,1.000000
tPBFT,tpbft,64,6,201.572678,1626.308000,1.000000
tPBFT,tpbft,64,7,176.717220,1429.526000,1.000000
tPBFT,tpbft,64,8,187.341496,1424.207000,1.000000
tPBFT,tpbft,64,9,202.428769,1535.433000,1.000000
tPBFT,tpbft,64,10,188.911739,1438.639000,1.000000
tPBFT,tpbft,72,1,149.090928,1877.948000,1.000000
tPBFT,tpbft,72,2,173.462084,2356.760000,1.000000
tPBFT,tpbft,72,3,141.123226,1793.060000,1.000000
tPBFT,tpbft,72,4,129.973923,1901.395000,1.000000
tPBFT,tpbft,72,5,123.695365,1757.076000,1.000000
tPBFT,tpbft,72,6,178.347163,1998.155000,1.000000
tPBFT,tpbft,72,7,147.770781,1597.059000,1.000000
tPBFT,tpbft,72,8,116.146841,1842.831000,1.000000
tPBFT,tpbft,72,9,139.331497,1913.473000,1.000000
tPBFT,tpbft,72,10,151.032319,2471.875000,1.000000
tPBFT,tpbft,80,1,99.533271,2130.960000,1.000000
tPBFT,tpbft,80,2,89.665699,2265.912000,1.000000
tPBFT,tpbft,80,3,129.779224,2271.218000,1.000000
tPBFT,tpbft,80,4,99.812079,2273.046000,1.000000
tPBFT,tpbft,80,5,84.515409,1652.072000,1.000000
tPBFT,tpbft,80,6,121.224564,2285.777000,1.000000
tPBFT,tpbft,80,7,93.647708,2193.908000,1.000000
tPBFT,tpbft,80,8,106.154033,2254.673000,1.000000
tPBFT,tpbft,80,9,112.693000,1669.260000,1.000000
tPBFT,tpbft,80,10,89.849350,1978.349000,1.000000
tPBFT,tpbft,88,1,90.618105,2645.370000,1.000000
tPBFT,tpbft,88,2,76.081548,2650.287000,1.000000
tPBFT,tpbft,88,3,84.956030,2560.962000,1.000000
tPBFT,tpbft,88,4,72.006819,2291.359000,1.000000
tPBFT,tpbft,88,5,84.594188,2670.661000,1.000000
tPBFT,tpbft,88,6,85.031472,2579.072000,1.000000
tPBFT,tpbft,88,7,76.012540,2598.065000,1.000000
tPBFT,tpbft,88,8,89.394230,2589.445000,1.000000
tPBFT,tpbft,88,9,80.466156,2647.239000,1.000000
tPBFT,tpbft,88,10,84.662037,2694.062000,1.000000
tPBFT,tpbft,96,1,75.802441,3126.388000,1.000000
tPBFT,tpbft,96,2,59.972623,3082.502000,1.000000
tPBFT,tpbft,96,3,60.301705,2743.733000,1.000000
tPBFT,tpbft,96,4,67.075889,2316.953000,1.000000
tPBFT,tpbft,96,5,67.628197,2942.239000,1.000000
tPBFT,tpbft,96,6,67.074072,2453.040000,1.000000
tPBFT,tpbft,96,7,61.419459,2993.627000,1.000000
tPBFT,tpbft,96,8,68.151649,2940.064000,1.000000
tPBFT,tpbft,96,9,72.327689,2554.433000,1.000000
tPBFT,tpbft,96,10,68.370965,2867.337000,1.000000
